sample	experiment	well	id	raw	umi	mapped	unmapped	reads_ce	reads_dm	reads_ercc	reads_hs	molecules	mol_ce	mol_dm	mol_ercc	mol_hs
04202017-E01_S1105	04202017	E01	S1105	442144	303899	238030	65869	187	7527	1425	228891	51586	139	1766	260	49421
04132017-G12_S948	04132017	G12	S948	162263	98844	90025	8819	246	38497	42496	8786	8838	43	3038	2718	3039
04052017-B08_S308	04052017	B08	S308	463991	278628	229727	48901	161	5060	0	224506	54550	88	1384	0	53078
04072017-C09_S513	04072017	C09	S513	1383101	738383	573113	165270	658	18531	14625	539299	55997	312	1617	768	53300
03312017-D01_S997	03312017	D01	S997	598279	308176	196999	111177	4033	3216	75	189675	21673	445	394	74	20760
04132017-H12_S960	04132017	H12	S960	550364	310386	253958	56428	1103	33634	45494	173727	25438	175	2714	2501	20048
03162017-H09_S285	03162017	H09	S285	325977	210217	140742	69475	731	27116	0	112895	15024	131	1865	0	13028
04132017-D12_S912	04132017	D12	S912	370552	225910	188563	37347	225	57603	48352	82383	16708	101	4430	2575	9602
03162017-B05_S209	03162017	B05	S209	1061215	749708	565632	184076	5846	68773	0	491013	34264	375	2733	0	31156
03312017-B04_S976	03312017	B04	S976	1014974	600874	486400	114474	1727	1642	80	482951	65370	532	588	74	64176
03302017-A08_S776	03302017	A08	S776	370816	248215	196127	52088	875	3695	39	191518	25706	258	591	38	24819
04052017-E05_S341	04052017	E05	S341	1024957	615866	477516	138350	421	11401	4	465690	57156	212	1529	3	55412
04072017-E04_S532	04072017	E04	S532	99694	49510	34658	14852	57	17840	9601	7160	5140	32	1351	655	3102
04132017-F02_S926	04132017	F02	S926	395323	245675	196109	49566	331	47931	55191	92656	15341	93	3037	2601	9610
03302017-A01_S769	03302017	A01	S769	226960	141183	94933	46250	1937	8359	88	84549	8277	223	554	82	7418
03302017-B09_S789	03302017	B09	S789	274280	183768	142690	41078	1363	6202	64	135061	12942	226	561	61	12094
04072017-G06_S558	04072017	G06	S558	933866	479729	362024	117705	328	34953	16002	310741	31258	184	2100	666	28308
03162017-B02_S206	03162017	B02	S206	618384	411925	306648	105277	472	70391	0	235785	19124	144	2742	0	16238
04052017-B05_S305	04052017	B05	S305	94578	56435	46027	10408	94	39583	0	6350	4108	30	1850	0	2228
03172017-H05_S473	03172017	H05	S473	1261581	807947	620839	187108	588	37168	57	583026	67230	285	3824	55	63066
03302017-G05_S845	03302017	G05	S845	539339	370724	287569	83155	1191	4775	52	281551	29484	296	598	50	28540
03312017-A09_S969	03312017	A09	S969	912746	509868	388395	121473	3430	3296	86	381583	34213	482	429	83	33219
03302017-C10_S802	03302017	C10	S802	634796	425179	342409	82770	788	3134	58	338429	47571	288	592	56	46635
03302017-B07_S787	03302017	B07	S787	212411	114371	85427	28944	244	886	20	84277	33177	152	397	19	32609
03312017-D06_S1002	03312017	D06	S1002	1379510	785333	631039	154294	2275	2029	86	626649	73317	590	649	83	71995
03312017-D04_S1000	03312017	D04	S1000	1080594	577524	462788	114736	3545	3155	71	456017	44539	521	519	68	43431
04142017-A08_S680	04142017	A08	S680	355813	227236	181522	45714	4955	5664	76824	94079	13175	410	371	2551	9843
03162017-A12_S204	03162017	A12	S204	793913	577596	453799	123797	2555	31409	0	419835	39505	303	2507	0	36695
04202017-B02_S1070	04202017	B02	S1070	247410	170189	134597	35592	1431	20027	2920	110219	17358	152	2004	246	14956
03162017-F07_S259	03162017	F07	S259	8286	2154	975	1179	2	402	0	571	562	2	175	0	385
03172017-G02_S458	03172017	G02	S458	520685	335268	248899	86369	311	89981	54	158553	18857	123	3899	49	14786
04142017-D07_S715	04142017	D07	S715	435903	296885	251723	45162	2090	1437	24465	223731	36929	361	341	2104	34123
04052017-H07_S379	04052017	H07	S379	882920	549695	432428	117267	286	22468	0	409674	34385	157	1629	0	32599
04142017-C09_S705	04142017	C09	S705	603994	407434	327637	79797	2975	1844	25529	297289	50251	454	484	2118	47195
04052017-F09_S357	04052017	F09	S357	796107	504710	394697	110013	366	23738	3	370590	37998	142	1967	3	35886
04202017-E11_S1115	04202017	E11	S1115	203830	135196	100978	34218	180	27564	4321	68913	10228	64	2028	269	7867
03162017-G02_S266	03162017	G02	S266	256025	114065	69751	44314	256	4973	0	64522	15246	102	955	0	14189
03302017-A07_S775	03302017	A07	S775	891134	576063	468716	107347	2075	8485	67	458089	34954	356	708	64	33826
04202017-C09_S1089	04202017	C09	S1089	308194	213762	165901	47861	1001	19689	3085	142126	18593	139	1911	249	16294
03162017-D12_S240	03162017	D12	S240	667099	443314	345850	97464	345	42803	0	302702	35742	173	4046	0	31523
03162017-H11_S287	03162017	H11	S287	501856	338747	261561	77186	232	14695	3	246631	34806	163	1958	2	32683
04202017-H10_S1150	04202017	H10	S1150	187038	86705	69277	17428	92	5225	1105	62855	17743	56	1337	210	16140
04072017-E06_S534	04072017	E06	S534	91977	43944	30486	13458	80	16213	8111	6082	4651	30	1315	650	2656
04202017-F07_S1123	04202017	F07	S1123	309275	210387	157165	53222	2357	20875	3675	130258	19665	208	2101	287	17069
03302017-E01_S817	03302017	E01	S817	340477	202934	132333	70601	3391	9582	54	119306	12064	262	655	53	11094
03162017-F09_S261	03162017	F09	S261	101708	52562	28504	24058	92	5882	0	22530	4893	50	711	0	4132
03162017-F04_S256	03162017	F04	S256	299048	154715	122327	32388	270	47113	0	74944	10248	92	2470	0	7686
04142017-C11_S707	04142017	C11	S707	547710	382901	316155	66746	3062	1989	32890	278214	40216	437	443	2345	36991
04132017-B12_S888	04132017	B12	S888	628564	346234	285525	60709	1462	21549	26766	235748	39533	253	2679	2378	34223
04072017-H03_S567	04072017	H03	S567	1414299	728219	542638	185581	498	16570	13550	512020	56728	333	1543	703	54149
03162017-A04_S196	03162017	A04	S196	546205	364378	316224	48154	405	224627	1	91191	21553	132	11895	1	9525
03302017-A04_S772	03302017	A04	S772	846741	531318	403213	128105	2472	10709	42	389990	28085	364	695	40	26986
04052017-G03_S363	04052017	G03	S363	732187	448076	364544	83532	243	10374	0	353927	50892	139	1622	0	49131
04202017-G09_S1137	04202017	G09	S1137	197352	132804	100154	32650	242	9907	2110	87895	17363	82	1469	209	15603
03172017-C06_S414	03172017	C06	S414	1536215	1004822	800884	203938	814	59307	78	740685	61946	394	4042	72	57438
04072017-A08_S488	04072017	A08	S488	1031205	548372	434680	113692	541	17679	14469	401991	39145	285	1587	666	36607
04132017-B08_S884	04132017	B08	S884	858155	530256	434042	96214	3130	124065	52546	254301	36169	292	8825	2488	24564
04202017-A08_S1064	04202017	A08	S1064	493319	341055	273894	67161	240	13196	2667	257791	41652	164	2021	273	39194
04202017-C01_S1081	04202017	C01	S1081	573193	390455	298587	91868	452	18655	3863	275617	37035	216	2029	281	34509
03302017-G12_S852	03302017	G12	S852	58614	35213	29623	5590	1967	10362	50	17244	3659	165	619	49	2826
04132017-C01_S889	04132017	C01	S889	741936	473461	368271	105190	3399	32235	49323	283314	31567	264	2496	2516	26291
04202017-D09_S1101	04202017	D09	S1101	272343	190057	154790	35267	868	18521	2291	133110	22775	127	2498	256	19894
03232017-C05_S605	03232017	C05	S605	455451	250022	173801	76221	2614	12437	23	158727	20707	375	1162	22	19148
04202017-F01_S1117	04202017	F01	S1117	693645	477305	375778	101527	765	16284	3090	355639	51800	297	2236	285	48982
04142017-A09_S681	04142017	A09	S681	489124	293732	218391	75341	6477	4285	65946	141683	17429	494	420	2516	13999
04052017-A03_S291	04052017	A03	S291	370154	224903	186224	38679	220	4641	0	181363	39591	103	1218	0	38270
03232017-H11_S671	03232017	H11	S671	39467	16115	10849	5266	1272	6564	30	2983	2888	243	1093	30	1522
03302017-G07_S847	03302017	G07	S847	460323	303507	232359	71148	6647	7364	41	218307	20344	478	633	41	19192
04142017-G03_S747	04142017	G03	S747	372479	245017	201220	43797	4096	4275	73337	119512	14497	345	355	2497	11300
04202017-G04_S1132	04202017	G04	S1132	536169	369737	297679	72058	309	13780	2290	281300	43643	200	2063	270	41110
04142017-E02_S722	04142017	E02	S722	781498	513660	415661	97999	4086	2048	29495	380032	59602	549	539	2242	56272
04052017-A05_S293	04052017	A05	S293	567796	349398	277894	71504	261	9364	1	268268	40873	135	1598	1	39139
04142017-H02_S758	04142017	H02	S758	159595	95302	82205	13097	3715	3745	53409	21336	7113	371	305	2435	4002
04142017-F02_S734	04142017	F02	S734	954812	639117	521318	117799	2841	2380	30591	485506	76584	617	696	2292	72979
04132017-A12_S876	04132017	A12	S876	869459	524212	429579	94633	5527	32794	43823	347435	40415	350	2862	2531	34672
03312017-A12_S972	03312017	A12	S972	1092955	600667	491944	108723	2421	2166	76	487281	51231	515	493	73	50150
03232017-B02_S590	03232017	B02	S590	873649	471204	372536	98668	1700	6150	30	364656	70566	491	1309	28	68738
04072017-D06_S522	04072017	D06	S522	1106573	597036	449329	147707	689	17085	13980	417575	42970	269	1382	698	40621
03232017-B05_S593	03232017	B05	S593	706759	402629	311435	91194	1793	9528	23	300091	39778	377	1193	21	38187
03232017-A11_S587	03232017	A11	S587	553738	306302	241912	64390	1029	8109	46	232728	47153	352	1649	43	45109
04132017-E12_S924	04132017	E12	S924	612683	377185	302835	74350	299	10150	16357	276029	56073	165	2312	2105	51491
03312017-H06_S1050	03312017	H06	S1050	1203061	621448	492117	129331	4288	2101	65	485663	54851	628	521	61	53641
04072017-H08_S572	04072017	H08	S572	1119238	553092	429232	123860	504	14648	10232	403848	50787	278	1476	625	48408
03232017-A02_S578	03232017	A02	S578	534406	278083	221803	56280	1151	4898	57	215697	45395	363	1070	57	43905
04132017-D08_S908	04132017	D08	S908	934365	583983	483401	100582	2962	36745	54377	389317	36913	273	2493	2446	31701
04202017-C08_S1088	04202017	C08	S1088	412437	285357	231339	54018	1411	21968	3599	204361	26854	201	2136	278	24239
03312017-G03_S1035	03312017	G03	S1035	1382424	734441	590284	144157	4193	2507	67	583517	76959	662	647	61	75589
04202017-C04_S1084	04202017	C04	S1084	497505	337669	274417	63252	197	10220	1489	262511	51117	152	2030	244	48691
03172017-C04_S412	03172017	C04	S412	1071517	705856	563817	142039	597	58523	94	504603	43466	261	3729	90	39386
03312017-D05_S1001	03312017	D05	S1001	482314	229343	168331	61012	4113	2538	61	161619	19061	461	368	58	18174
03172017-G10_S466	03172017	G10	S466	715409	480479	356386	124093	354	60213	48	295771	28488	154	3734	46	24554
03162017-F06_S258	03162017	F06	S258	1044952	695940	528081	167859	577	45202	2	482300	42669	281	3173	2	39213
03302017-F01_S829	03302017	F01	S829	877390	577877	421482	156395	7251	10338	59	403834	33254	472	746	56	31980
04072017-E07_S535	04072017	E07	S535	1109843	592864	454298	138566	645	22724	16214	414715	40384	319	1597	708	37760
03232017-D06_S618	03232017	D06	S618	618237	347777	271722	76055	1256	6403	50	264013	49922	364	1185	50	48323
03302017-D12_S816	03302017	D12	S816	545714	370816	287208	83608	1053	3917	61	282177	36119	313	644	60	35102
04202017-B09_S1077	04202017	B09	S1077	281871	184218	147524	36694	619	38261	4660	103984	14387	125	2398	257	11607
04142017-D01_S709	04142017	D01	S709	235360	158604	131895	26709	4650	4577	71492	51176	9811	360	339	2407	6705
04202017-H01_S1141	04202017	H01	S1141	3149	1185	711	474	7	35	7	662	659	7	28	7	617
04142017-E09_S729	04142017	E09	S729	581355	404654	337942	66712	2910	1848	32998	300186	40552	427	382	2177	37566
04072017-D03_S519	04072017	D03	S519	1307760	714212	556384	157828	584	15334	11639	528827	57512	382	1565	667	54898
03172017-B05_S401	03172017	B05	S401	778841	517290	383494	133796	570	86673	48	296203	25676	217	3860	48	21551
03312017-D11_S1007	03312017	D11	S1007	1326800	747727	584468	163259	3592	3934	97	576845	50903	529	596	93	49685
03232017-F03_S639	03232017	F03	S639	615238	321394	230517	90877	2040	9774	35	218668	38729	408	1197	35	37089
04052017-G04_S364	04052017	G04	S364	741961	456106	373653	82453	254	10840	0	362559	50984	134	1757	0	49093
03312017-A02_S962	03312017	A02	S962	851526	491502	402356	89146	3250	1609	39	397458	59628	582	504	37	58505
03302017-G11_S851	03302017	G11	S851	55548	28446	20353	8093	505	2078	29	17741	4925	136	438	29	4322
04132017-A02_S866	04132017	A02	S866	306484	200074	166331	33743	90	17706	28507	120028	19223	71	2132	2173	14847
04052017-H08_S380	04052017	H08	S380	761913	467353	382085	85268	2005	12790	1	367289	37306	286	1343	1	35676
03302017-H12_S864	03302017	H12	S864	932303	602675	477094	125581	2586	9279	67	465162	34786	396	758	67	33565
03162017-A08_S200	03162017	A08	S200	814629	590253	475548	114705	437	28947	0	446164	40102	233	2343	0	37526
03172017-D07_S427	03172017	D07	S427	891960	594031	471207	122824	463	76330	59	394355	35081	207	4092	51	30731
04132017-A01_S865	04132017	A01	S865	342947	218940	182642	36298	212	16747	26810	138873	23858	95	2215	2266	19282
03232017-C03_S603	03232017	C03	S603	954142	500619	386315	114304	3920	9937	47	372411	51183	599	1357	46	49181
03172017-H02_S470	03172017	H02	S470	741809	466688	346163	120525	622	75376	66	270099	25927	184	3753	63	21927
03172017-C09_S417	03172017	C09	S417	914373	621206	484609	136597	433	66944	37	417195	38557	262	3955	37	34303
03162017-F10_S262	03162017	F10	S262	160218	97720	77868	19852	333	55199	0	22336	5644	67	2418	0	3159
04132017-F06_S930	04132017	F06	S930	930411	572176	476839	95337	3127	51180	61512	361020	39523	286	4026	2693	32518
04202017-A10_S1066	04202017	A10	S1066	617161	423870	335939	87931	2346	21220	4053	308320	41185	280	2346	309	38250
03232017-D04_S616	03232017	D04	S616	610876	336587	269359	67228	2467	5184	36	261672	54656	494	1188	31	52943
03232017-G04_S652	03232017	G04	S652	208342	94580	60745	33835	1074	6645	33	52993	14101	247	998	30	12826
04072017-D04_S520	04072017	D04	S520	1209776	625925	489152	136773	395	15391	11920	461446	51021	285	1481	678	48577
03162017-E12_S252	03162017	E12	S252	1048747	710534	555027	155507	731	65250	0	489046	37184	313	3298	0	33573
03312017-E02_S1010	03312017	E02	S1010	1315549	759996	598223	161773	2840	2352	88	592943	55603	568	590	82	54363
03302017-F11_S839	03302017	F11	S839	788531	534328	437886	96442	4338	5627	84	427837	43176	458	815	79	41824
04072017-H12_S576	04072017	H12	S576	97544	43981	30127	13854	70	15332	7545	7180	4681	30	1474	674	2503
03232017-B09_S597	03232017	B09	S597	848013	449005	359854	89151	1025	4167	103	354559	78938	462	1165	96	77215
03312017-C12_S996	03312017	C12	S996	1099824	661345	535556	125789	2672	2048	72	530764	50823	515	509	70	49729
04202017-G08_S1136	04202017	G08	S1136	385383	269899	222234	47665	224	12746	2524	206740	31367	127	1779	251	29210
03162017-E01_S241	03162017	E01	S241	105642	45272	24464	20808	55	2177	0	22232	5733	36	425	0	5272
03302017-E09_S825	03302017	E09	S825	810565	552638	436055	116583	762	4477	41	430775	58814	263	853	41	57657
03172017-F06_S450	03172017	F06	S450	1192478	789321	631804	157517	610	49005	93	582096	57259	314	3951	86	52908
04142017-A05_S677	04142017	A05	S677	848686	565652	477259	88393	5773	3499	59545	408442	37993	502	502	2466	34523
04202017-B06_S1074	04202017	B06	S1074	364521	254548	208163	46385	147	13443	2063	192510	33260	78	2061	240	30881
04072017-B04_S496	04072017	B04	S496	1345782	692267	540288	151979	480	10665	7684	521459	72026	275	1706	689	69356
04052017-E09_S345	04052017	E09	S345	878753	532673	421665	111008	485	22553	0	398627	46056	193	2069	0	43794
04052017-E08_S344	04052017	E08	S344	898646	525412	418145	107267	1093	11793	2	405257	60063	220	1952	2	57889
04052017-C07_S319	04052017	C07	S319	542433	312571	254037	58534	155	4882	0	249000	55842	102	1319	0	54421
03232017-H07_S667	03232017	H07	S667	770272	407709	317800	89909	2147	6317	60	309276	60142	477	1263	58	58344
03312017-H01_S1045	03312017	H01	S1045	1209837	628032	474941	153091	3668	2923	90	468260	48966	556	603	87	47720
04072017-G08_S560	04072017	G08	S560	954820	468072	360607	107465	455	15424	11350	333378	41731	249	1493	691	39298
04132017-G05_S941	04132017	G05	S941	551724	350703	290898	59805	310	33145	46490	210953	25578	128	2595	2474	20381
03232017-C01_S601	03232017	C01	S601	1028757	550031	423984	126047	1801	4527	38	417618	93310	530	1213	37	91530
04142017-F08_S740	04142017	F08	S740	599435	422775	343688	79087	5933	2509	42712	292534	41082	536	439	2198	37909
04142017-H04_S760	04142017	H04	S760	1334280	870957	716602	154355	5740	4130	60315	646417	59552	668	719	2491	55674
04132017-D06_S906	04132017	D06	S906	720037	446209	352432	93777	324	33494	50748	267866	31107	169	2551	2557	25830
04202017-G07_S1135	04202017	G07	S1135	263735	180042	139742	40300	252	26709	4040	108741	14622	111	2270	263	11978
03232017-G09_S657	03232017	G09	S657	667800	378974	304675	74299	1324	8965	24	294362	47192	341	1172	21	45658
04202017-B10_S1078	04202017	B10	S1078	447270	312471	251964	60507	182	16010	2734	233038	36488	130	2068	265	34025
03312017-F12_S1032	03312017	F12	S1032	342430	151511	109631	41880	4460	2604	95	102472	15008	460	318	87	14143
04052017-C08_S320	04052017	C08	S320	89825	54363	42257	12106	205	29972	0	12080	5204	47	1581	0	3576
03232017-F11_S647	03232017	F11	S647	521080	266508	208704	57804	4041	11201	42	193420	27447	444	1204	42	25757
04132017-C12_S900	04132017	C12	S900	782683	492205	413625	78580	542	39697	51520	321866	33557	212	2771	2499	28075
03232017-C08_S608	03232017	C08	S608	320125	154142	107970	46172	1953	8701	51	97265	18102	334	1134	50	16584
03302017-G08_S848	03302017	G08	S848	470562	326540	256957	69583	1257	5305	56	250339	25310	213	642	55	24400
04202017-H06_S1146	04202017	H06	S1146	519416	360551	280918	79633	783	13633	2572	263930	41656	193	1945	267	39251
03162017-E04_S244	03162017	E04	S244	844978	550019	403075	146944	3064	55821	1	344189	28286	269	3010	1	25006
03162017-H08_S284	03162017	H08	S284	377406	215320	150261	65059	309	11795	0	138157	20567	114	1415	0	19038
04142017-H06_S762	04142017	H06	S762	1478803	987122	803128	183994	7114	4993	71625	719396	61735	771	723	2524	57717
04142017-E10_S730	04142017	E10	S730	143845	100812	93225	7587	3349	4430	66812	18634	5658	322	270	2401	2665
04142017-E03_S723	04142017	E03	S723	774107	523377	423845	99532	4019	2746	37758	379322	46552	502	509	2320	43221
03312017-C10_S994	03312017	C10	S994	1150080	670527	517945	152582	1748	1431	51	514715	80186	598	572	47	78969
03312017-F10_S1030	03312017	F10	S1030	679820	350820	226903	123917	4300	3206	65	219332	26022	495	421	63	25043
03162017-C06_S222	03162017	C06	S222	1435437	1033914	831887	202027	804	54174	0	776909	48940	362	2752	0	45826
04132017-E10_S922	04132017	E10	S922	394864	258159	214838	43321	256	27990	39226	147366	21829	93	2565	2518	16653
03302017-C08_S800	03302017	C08	S800	900571	610086	475782	134304	1346	6012	108	468316	43547	346	794	99	42308
04052017-B06_S306	04052017	B06	S306	806387	482112	358783	123329	1458	8262	1	349062	56697	235	1464	1	54997
04132017-G11_S947	04132017	G11	S947	624435	386615	319138	67477	325	36918	47146	234749	29471	164	2820	2609	23878
03172017-G11_S467	03172017	G11	S467	569368	385925	297621	88304	242	45392	69	251918	29485	142	3543	65	25735
04202017-D08_S1100	04202017	D08	S1100	290890	191938	157143	34795	224	17207	2844	136868	21621	101	2014	290	19216
03302017-E11_S827	03302017	E11	S827	650112	422111	342388	79723	1428	5652	28	335280	32966	320	613	27	32006
04202017-B12_S1080	04202017	B12	S1080	419783	284670	232633	52037	291	21148	2906	208288	27733	105	2036	233	25359
03302017-C07_S799	03302017	C07	S799	633898	421598	348682	72916	1234	4969	51	342428	31185	276	623	50	30236
03312017-B03_S975	03312017	B03	S975	454791	234840	180551	54289	3788	3337	78	173348	16717	401	353	73	15890
04072017-E02_S530	04072017	E02	S530	1462230	767355	562866	204489	538	20675	16085	525568	52765	340	1584	734	50107
04052017-D04_S328	04052017	D04	S328	425856	254574	208195	46379	112	3547	0	204536	54657	81	1130	0	53446
04052017-D03_S327	04052017	D03	S327	381291	253739	186033	67706	404	12270	4	173355	28783	181	1495	2	27105
04132017-E07_S919	04132017	E07	S919	358471	238465	194803	43662	161	28931	39085	126626	18305	68	2594	2411	13232
03232017-D11_S623	03232017	D11	S623	488107	287151	219613	67538	839	5345	28	213401	40448	267	1034	27	39120
04052017-E03_S339	04052017	E03	S339	929223	574651	436408	138243	294	15121	0	420993	46992	220	1581	0	45191
03312017-C07_S991	03312017	C07	S991	983755	597258	473591	123667	4776	1501	42	467272	55873	558	430	40	54845
04142017-C06_S702	04142017	C06	S702	821215	528932	442807	86125	3020	1741	26223	411823	68161	543	575	2297	64746
04052017-C12_S324	04052017	C12	S324	553484	355167	281267	73900	187	11897	0	269183	36251	144	1504	0	34603
03302017-F03_S831	03302017	F03	S831	524376	341548	270248	71300	1025	3976	102	265145	36286	291	673	100	35222
04132017-H05_S953	04132017	H05	S953	251539	148325	123366	24959	247	39135	46891	37093	12162	59	2954	2751	6398
04072017-D12_S528	04072017	D12	S528	1086347	576222	452116	124106	484	17168	14282	420182	42735	260	1405	696	40374
03172017-D06_S426	03172017	D06	S426	1082588	718931	566296	152635	488	62781	63	502964	47297	247	4297	60	42693
04202017-A11_S1067	04202017	A11	S1067	446299	292535	233206	59329	501	36891	5435	190379	23122	207	2471	305	20139
03172017-A10_S394	03172017	A10	S394	614366	408864	309778	99086	511	79569	44	229654	22598	195	3962	43	18398
04202017-F09_S1125	04202017	F09	S1125	427097	299718	247210	52508	310	10544	2069	234287	44335	193	2001	286	41855
04052017-C11_S323	04052017	C11	S323	488051	294521	237759	56762	560	5512	1	231686	49268	119	1332	1	47816
04202017-C11_S1091	04202017	C11	S1091	215568	142192	112781	29411	745	35125	5489	71422	11815	120	2389	303	9003
03312017-D07_S1003	03312017	D07	S1003	866424	456089	354829	101260	3632	2880	60	348257	33650	496	408	59	32687
04132017-F03_S927	04132017	F03	S927	911450	570081	464582	105499	5875	26187	42272	390248	44231	368	2375	2410	39078
03232017-E01_S625	03232017	E01	S625	938330	530755	424251	106504	2058	6221	87	415885	72986	573	1341	80	70992
03162017-C09_S225	03162017	C09	S225	1282950	888334	686146	202188	8339	65799	0	612008	37845	396	2699	0	34750
03172017-A05_S389	03172017	A05	S389	734195	500153	377633	122520	627	81057	116	295833	30044	212	4189	109	25534
03172017-F03_S447	03172017	F03	S447	856637	565359	413335	152024	424	73993	41	338877	31021	216	4001	40	26764
03302017-A02_S770	03302017	A02	S770	924473	582376	458914	123462	1622	6941	43	450308	38679	366	721	43	37549
04132017-A09_S873	04132017	A09	S873	846473	522714	429734	92980	1337	42540	61679	324178	33834	199	2872	2574	28189
03302017-B04_S784	03302017	B04	S784	468616	309307	248183	61124	794	3687	58	243644	35347	236	667	54	34390
03312017-E11_S1019	03312017	E11	S1019	72004	30649	19246	11403	3222	1749	41	14234	3820	364	221	40	3195
04142017-F12_S744	04142017	F12	S744	367412	240059	196158	43901	5656	4531	65818	120153	16641	453	443	2433	13312
04202017-F11_S1127	04202017	F11	S1127	90744	62447	55183	7264	236	35211	4618	15118	5513	31	2404	288	2790
04052017-E12_S348	04052017	E12	S348	855257	535709	425589	110120	479	21082	0	404028	39029	203	1676	0	37150
03312017-E06_S1014	03312017	E06	S1014	469588	226686	154727	71959	6126	2911	50	145640	19438	515	376	48	18499
04072017-E03_S531	04072017	E03	S531	1184678	610307	476184	134123	705	19537	13672	442270	46498	357	1568	714	43859
03312017-F05_S1025	03312017	F05	S1025	1417336	805503	625930	179573	3159	3157	87	619527	61470	556	598	84	60232
03312017-H11_S1055	03312017	H11	S1055	851005	406220	297813	108407	4899	2710	77	290127	39753	595	511	70	38577
03312017-E01_S1009	03312017	E01	S1009	660309	375752	278270	97482	3758	3239	72	271201	31383	436	432	69	30446
03302017-G04_S844	03302017	G04	S844	420492	292970	241394	51576	843	3078	108	237365	35433	269	658	102	34404
04052017-A07_S295	04052017	A07	S295	302425	189029	125303	63726	131	21960	0	103212	13640	59	1536	0	12045
04142017-A04_S676	04142017	A04	S676	857576	553560	456755	96805	1316	2149	29088	424202	67990	455	570	2307	64658
03312017-G10_S1042	03312017	G10	S1042	133316	57604	38601	19003	3788	1691	29	33093	7003	405	209	28	6361
04202017-H03_S1143	04202017	H03	S1143	3718	1644	1201	443	6	288	10	897	1046	6	199	8	833
04072017-E05_S533	04072017	E05	S533	137704	70145	44768	25377	66	22618	13176	8908	5179	42	1318	669	3150
03172017-G07_S463	03172017	G07	S463	771409	522908	422657	100251	276	51677	79	370625	34300	152	3575	75	30498
04202017-F06_S1122	04202017	F06	S1122	439921	300773	235791	64982	1438	23861	4329	206163	27152	152	2182	284	24534
03302017-H11_S863	03302017	H11	S863	437413	288141	221952	66189	3325	1943	30	216654	44603	445	558	29	43571
03172017-D01_S421	03172017	D01	S421	1211931	798585	625302	173283	532	40930	44	583796	59014	344	3648	42	54980
04202017-D07_S1099	04202017	D07	S1099	675394	472448	385571	86877	1728	18383	2961	362499	44337	239	2011	245	41842
03172017-D10_S430	03172017	D10	S430	1424160	933203	733557	199646	718	42887	96	689856	69153	396	3977	91	64689
04052017-F07_S355	04052017	F07	S355	715360	437002	328239	108763	242	15055	0	312942	42642	137	1945	0	40560
04142017-A03_S675	04142017	A03	S675	741521	496891	413194	83697	3666	2530	38815	368183	45104	472	452	2336	41844
04072017-B11_S503	04072017	B11	S503	239781	102426	61166	41260	176	16491	11008	33491	8433	53	1339	697	6344
03312017-G07_S1039	03312017	G07	S1039	613387	313086	241038	72048	3135	2229	70	235604	27943	438	372	67	27066
04142017-F11_S743	04142017	F11	S743	599071	408984	345692	63292	3016	1846	29111	311719	45114	474	458	2236	41946
03302017-G09_S849	03302017	G09	S849	262039	184491	152513	31978	1134	4643	45	146691	16558	233	562	44	15719
03172017-D11_S431	03172017	D11	S431	639242	428393	343882	84511	343	65007	47	278485	26069	142	3761	45	22121
03312017-B12_S984	03312017	B12	S984	679895	334487	271128	63359	946	861	42	269279	58441	340	357	41	57703
03312017-H02_S1046	03312017	H02	S1046	1104429	605404	478239	127165	2396	2065	66	473712	54438	516	509	66	53347
03232017-D03_S615	03232017	D03	S615	606029	321226	253077	68149	2197	3067	40	247773	70900	511	1092	39	69258
03232017-H12_S672	03232017	H12	S672	584071	308989	242410	66579	1598	10342	40	230430	33078	362	1223	37	31456
03232017-E12_S636	03232017	E12	S636	552902	301148	237460	63688	1118	5668	49	230625	43543	357	1035	48	42103
